date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:41:41	6756/6756	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v4/yv/r/Y8E85HEnAN8.png	C:/My%20Web%20Sites/dragon/static.xx.fbcdn.net/rsrc.php/v4/yv/r/Y8E85HEnAN8.png	(from https://static.xx.fbcdn.net/rsrc.php/v5/yl/l/0,cross/MGi8Qi6F-vI.css)
07:41:41	4256/4256	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v4/yj/r/KCekwSRk9_K.png	C:/My%20Web%20Sites/dragon/static.xx.fbcdn.net/rsrc.php/v4/yj/r/KCekwSRk9_K.png	(from https://static.xx.fbcdn.net/rsrc.php/v5/yl/l/0,cross/MGi8Qi6F-vI.css)
07:41:41	684/684	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v4/yR/r/kadjDbIYcv4.png	C:/My%20Web%20Sites/dragon/static.xx.fbcdn.net/rsrc.php/v4/yR/r/kadjDbIYcv4.png	(from https://static.xx.fbcdn.net/rsrc.php/v5/yl/l/0,cross/MGi8Qi6F-vI.css)
07:41:42	1348/1348	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v4/y-/r/65hUw8gciPr.png	C:/My%20Web%20Sites/dragon/static.xx.fbcdn.net/rsrc.php/v4/y-/r/65hUw8gciPr.png	(from https://static.xx.fbcdn.net/rsrc.php/v5/yl/l/0,cross/MGi8Qi6F-vI.css)
07:41:42	3494/3494	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v4/yK/r/4OiFAeQ6JbP.png	C:/My%20Web%20Sites/dragon/static.xx.fbcdn.net/rsrc.php/v4/yK/r/4OiFAeQ6JbP.png	(from https://static.xx.fbcdn.net/rsrc.php/v5/yl/l/0,cross/MGi8Qi6F-vI.css)
07:41:42	3500/3500	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v4/yV/r/uISB7yMmiLR.png	C:/My%20Web%20Sites/dragon/static.xx.fbcdn.net/rsrc.php/v4/yV/r/uISB7yMmiLR.png	(from https://static.xx.fbcdn.net/rsrc.php/v5/yl/l/0,cross/MGi8Qi6F-vI.css)
07:41:42	517/517	---M--	200	added ('OK')	image/gif	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v4/y-/r/AGUNXgX_Wx3.gif	C:/My%20Web%20Sites/dragon/static.xx.fbcdn.net/rsrc.php/v4/y-/r/AGUNXgX_Wx3.gif	(from https://static.xx.fbcdn.net/rsrc.php/v5/yl/l/0,cross/MGi8Qi6F-vI.css)
07:41:43	1894/1894	---M--	200	added ('OK')	image/gif	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v4/yG/r/b53Ajb4ihCP.gif	C:/My%20Web%20Sites/dragon/static.xx.fbcdn.net/rsrc.php/v4/yG/r/b53Ajb4ihCP.gif	(from https://static.xx.fbcdn.net/rsrc.php/v5/yl/l/0,cross/MGi8Qi6F-vI.css)
07:41:43	5398/5398	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v4/yz/r/8f0Mk-sKHC_.png	C:/My%20Web%20Sites/dragon/static.xx.fbcdn.net/rsrc.php/v4/yz/r/8f0Mk-sKHC_.png	(from https://static.xx.fbcdn.net/rsrc.php/v5/y5/l/0,cross/zJIfDqSdHKe.css)
07:41:44	9/9	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2011%20Apr%202026%2014:41:44%20GMT	https://www.facebook.com/share_channel/Edg/	C:/My%20Web%20Sites/dragon/www.facebook.com/share_channel/Edg/index.html	(from https://static.xx.fbcdn.net/rsrc.php/v4/yY/r/2yB1SJwaVUf.js)
07:41:44	9/9	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2011%20Apr%202026%2014:41:44%20GMT	https://www.facebook.com/share_channel/Firefox/	C:/My%20Web%20Sites/dragon/www.facebook.com/share_channel/Firefox/index.html	(from https://static.xx.fbcdn.net/rsrc.php/v4/yY/r/2yB1SJwaVUf.js)
07:41:44	9/9	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2011%20Apr%202026%2014:41:44%20GMT	https://www.facebook.com/share_channel/CriOS/	C:/My%20Web%20Sites/dragon/www.facebook.com/share_channel/CriOS/index.html	(from https://static.xx.fbcdn.net/rsrc.php/v4/yY/r/2yB1SJwaVUf.js)
07:41:44	9/9	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2011%20Apr%202026%2014:41:44%20GMT	https://www.facebook.com/share_channel/Chrome/	C:/My%20Web%20Sites/dragon/www.facebook.com/share_channel/Chrome/index.html	(from https://static.xx.fbcdn.net/rsrc.php/v4/yY/r/2yB1SJwaVUf.js)
07:41:44	9/9	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2011%20Apr%202026%2014:41:44%20GMT	https://www.facebook.com/share_channel/GET	C:/My%20Web%20Sites/dragon/www.facebook.com/share_channel/GET	(from https://static.xx.fbcdn.net/rsrc.php/v4/yY/r/2yB1SJwaVUf.js)
07:42:36	9/9	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2011%20Apr%202026%2014:41:44%20GMT	https://www.facebook.com/share_channel/Safari/	C:/My%20Web%20Sites/dragon/www.facebook.com/share_channel/Safari/index.html	(from https://static.xx.fbcdn.net/rsrc.php/v4/yY/r/2yB1SJwaVUf.js)
07:42:36	9/9	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2011%20Apr%202026%2014:41:45%20GMT	https://www.facebook.com/share_channel/Version/	C:/My%20Web%20Sites/dragon/www.facebook.com/share_channel/Version/index.html	(from https://static.xx.fbcdn.net/rsrc.php/v4/yY/r/2yB1SJwaVUf.js)
07:42:36	9/9	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2011%20Apr%202026%2014:41:45%20GMT	https://www.facebook.com/share_channel/^([^:/?	C:/My%20Web%20Sites/dragon/www.facebook.com/share_channel/^([^_/indexd41d.html	(from https://static.xx.fbcdn.net/rsrc.php/v4/yY/r/2yB1SJwaVUf.js)
07:42:36	9/9	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2011%20Apr%202026%2014:41:45%20GMT	https://www.facebook.com/share_channel/chrome-extension://	C:/My%20Web%20Sites/dragon/www.facebook.com/share_channel/chrome-extension_/index.html	(from https://static.xx.fbcdn.net/rsrc.php/v4/yY/r/2yB1SJwaVUf.js)
07:42:37	143936/143936	---M--	200	added ('OK')	image/jpeg	etag:%22a34b5df1be7818658fc8a873328468b5%22	https://dragonball-super.com/en/updates/img/20260125.jpg	C:/My%20Web%20Sites/dragon/dragonball-super.com/en/updates/img/20260125.jpg	(from https://dragonball-super.com/en/updates/20260125.html)
